,utc,Location,Latitude,Longitude,PM2.5 (min),PM10 (min),Total (min),PM2.5 (max),PM10 (max),Total (max),PM2.5 (avg),PM10 (avg),Total (avg)
1361,2021-09-24,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,4.0,8.0,12.0,3.208333333333333,6.458333333333333,9.666666666666666
1362,2021-09-25,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,2.0,5.0,7.0,2.0,3.8333333333333335,5.833333333333333
1363,2021-09-26,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,5.0
1364,2021-09-27,Edinburgh,55.948612,-3.200833,1.0,3.0,4.0,2.0,3.0,5.0,1.15,3.0,4.15
1365,2021-09-28,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,2.0,6.0,8.0,2.0,5.083333333333333,7.083333333333333
1366,2021-09-29,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,6.0,9.0,2.083333333333333,4.875,6.958333333333333
1367,2021-09-30,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,7.0,10.0,2.9166666666666665,6.333333333333333,9.25
1368,2021-10-01,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,2.0,5.0,7.0,2.0,4.041666666666667,6.041666666666667
1369,2021-10-02,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,6.0,9.0,2.875,5.875,8.75
1370,2021-10-03,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,3.0,5.0,8.0,2.208333333333333,4.041666666666667,6.25
1371,2021-10-04,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,3.0,6.0,9.0,2.125,5.041666666666667,7.166666666666667
1372,2021-10-05,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,7.0,10.0,2.958333333333333,5.666666666666667,8.625
1373,2021-10-06,Edinburgh,55.948612,-3.200833,1.0,3.0,5.0,2.0,5.0,7.0,1.4583333333333333,4.0,5.458333333333333
1374,2021-10-07,Edinburgh,55.948612,-3.200833,1.0,3.0,4.0,1.0,4.0,5.0,1.0,3.333333333333333,4.333333333333333
1375,2021-10-08,Edinburgh,55.948612,-3.200833,1.0,2.0,3.0,3.0,5.0,8.0,1.625,3.333333333333333,4.958333333333333
1376,2021-10-09,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,7.0,11.0,3.625,6.083333333333333,9.708333333333334
1377,2021-10-10,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,5.0,9.0,14.0,3.7083333333333335,6.833333333333333,10.541666666666666
1378,2021-10-11,Edinburgh,55.948612,-3.200833,4.0,9.0,14.0,5.0,10.0,15.0,4.916666666666667,9.458333333333334,14.375
1379,2021-10-12,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,4.0,10.0,14.0,3.0416666666666665,6.833333333333333,9.875
1380,2021-10-13,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,7.0,10.0,2.9166666666666665,5.958333333333333,8.875
1381,2021-10-14,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,5.0,8.0,13.0,3.9583333333333335,6.833333333333333,10.791666666666666
1382,2021-10-15,Edinburgh,55.948612,-3.200833,2.0,6.0,8.0,4.0,7.0,11.0,3.0434782608695654,6.217391304347826,9.26086956521739
1383,2021-10-16,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,7.0,11.0,3.4166666666666665,6.708333333333333,10.125
1384,2021-10-17,Edinburgh,55.948612,-3.200833,3.0,5.0,9.0,5.0,6.0,11.0,3.75,5.625,9.375
1385,2021-10-18,Edinburgh,55.948612,-3.200833,4.0,6.0,10.0,6.0,8.0,14.0,4.958333333333333,7.083333333333333,12.041666666666666
1386,2021-10-19,Edinburgh,55.948612,-3.200833,1.0,3.0,4.0,3.0,6.0,9.0,2.0,4.130434782608695,6.130434782608695
1387,2021-10-20,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,4.0,10.0,14.0,3.0,7.0,10.0
1388,2021-10-21,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,4.0,10.0,14.0,4.0,8.875,12.875
1389,2021-10-22,Edinburgh,55.948612,-3.200833,3.0,7.0,10.0,5.0,11.0,16.0,3.875,9.333333333333334,13.208333333333334
1390,2021-10-23,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,7.0,10.0,2.4166666666666665,5.083333333333333,7.5
1391,2021-10-24,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,2.0,4.0,6.0,2.0,3.7083333333333335,5.708333333333333
1392,2021-10-25,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,4.0,7.0,11.0,3.0,5.708333333333333,8.708333333333334
1393,2021-10-26,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,3.0,7.0,10.0,3.0,6.416666666666667,9.416666666666666
1394,2021-10-27,Edinburgh,55.948612,-3.200833,1.0,3.0,4.0,3.0,7.0,10.0,2.4166666666666665,5.041666666666667,7.458333333333333
1395,2021-10-28,Edinburgh,55.948612,-3.200833,1.0,3.0,4.0,3.0,5.0,8.0,1.3333333333333333,3.25,4.583333333333333
1396,2021-10-29,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,6.0,10.0,3.583333333333333,5.708333333333333,9.291666666666666
1397,2021-10-30,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,5.0,8.0,2.75,4.833333333333333,7.583333333333333
1398,2021-10-31,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,6.0
1399,2021-11-01,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,2.0,5.0,7.0,2.0,4.208333333333333,6.208333333333333
1400,2021-11-02,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,6.0,9.0,2.333333333333333,5.625,7.958333333333333
1401,2021-11-03,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,6.0,9.0,2.5,5.125,7.625
1402,2021-11-04,Edinburgh,55.948612,-3.200833,1.0,3.0,4.0,2.0,5.0,7.0,1.6666666666666667,3.7916666666666665,5.458333333333333
1403,2021-11-05,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,6.0,9.0,2.1666666666666665,5.083333333333333,7.25
1404,2021-11-06,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,6.0,10.0,3.583333333333333,5.833333333333333,9.416666666666666
1405,2021-11-07,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,7.0,12.0,19.0,5.708333333333333,10.416666666666666,16.125
1406,2021-11-08,Edinburgh,55.948612,-3.200833,4.0,10.0,14.0,7.0,14.0,21.0,5.833333333333333,12.375,18.20833333333333
1407,2021-11-09,Edinburgh,55.948612,-3.200833,1.0,3.0,4.0,4.0,9.0,13.0,2.5416666666666665,5.541666666666667,8.083333333333334
1408,2021-11-10,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,5.0,12.0,17.0,4.416666666666667,9.958333333333334,14.375
1409,2021-11-11,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,5.0,12.0,17.0,3.8333333333333335,8.583333333333334,12.416666666666666
1410,2021-11-12,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,2.0,4.0,6.0,2.0,3.727272727272727,5.727272727272728
1411,2021-11-13,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,8.0,12.0,20.0,3.1818181818181817,5.454545454545454,8.636363636363637
1412,2021-11-14,Edinburgh,55.948612,-3.200833,6.0,9.0,15.0,10.0,14.0,24.0,9.4,12.95,22.35
1413,2021-11-15,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,5.0,7.0,12.0,3.9166666666666665,6.0,9.916666666666666
1414,2021-11-16,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,3.0,7.0,10.0,3.0,6.434782608695652,9.434782608695652
1415,2021-11-17,Edinburgh,55.948612,-3.200833,3.0,7.0,10.0,5.0,9.0,14.0,3.571428571428572,7.571428571428571,11.142857142857142
1416,2021-11-18,Edinburgh,55.948612,-3.200833,1.0,3.0,4.0,4.0,8.0,12.0,2.5,4.9,7.4
1417,2021-11-19,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,6.0,9.0,2.75,5.333333333333333,8.083333333333334
1418,2021-11-20,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,3.0,5.0,8.0,2.125,3.9166666666666665,6.041666666666667
1419,2021-11-21,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,6.0,9.0,2.9166666666666665,5.0,7.916666666666667
1420,2021-11-22,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,5.0,8.0,2.458333333333333,4.583333333333333,7.041666666666667
1421,2021-11-23,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,2.0,5.0,7.0,2.0,4.333333333333333,6.333333333333333
1422,2021-11-24,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,4.0,8.0,12.0,2.583333333333333,5.666666666666667,8.25
1423,2021-11-25,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,5.0,10.0,15.0,4.266666666666667,8.333333333333334,12.6
1424,2021-11-26,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,4.0,9.0,13.0,3.0,6.416666666666667,9.416666666666666
1425,2021-11-27,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,4.0,10.0,14.0,3.375,7.833333333333333,11.208333333333334
1426,2021-11-28,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,9.0,13.0,3.2916666666666665,6.458333333333333,9.75
1427,2021-11-29,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,6.0,9.0,2.875,5.416666666666667,8.291666666666666
1428,2021-11-30,Edinburgh,55.948612,-3.200833,1.0,2.0,3.0,2.0,4.0,6.0,1.2916666666666667,2.708333333333333,4.0
1429,2021-12-01,Edinburgh,55.948612,-3.200833,1.0,2.0,3.0,2.0,6.0,8.0,1.3333333333333333,3.25,4.583333333333333
1430,2021-12-02,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,10.0,14.0,3.5,8.083333333333334,11.583333333333334
1431,2021-12-03,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,9.0,13.0,3.208333333333333,7.166666666666667,10.375
1432,2021-12-04,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,7.0,10.0,2.7916666666666665,5.541666666666667,8.333333333333334
1433,2021-12-05,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,6.0,10.0,16.0,3.0,5.708333333333333,8.708333333333334
1434,2021-12-06,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,6.0,11.0,17.0,5.208333333333333,8.958333333333334,14.166666666666666
1435,2021-12-07,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,5.0,8.0,2.3157894736842106,4.315789473684211,6.631578947368421
1436,2021-12-08,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,7.0,11.0,3.375,5.666666666666667,9.041666666666666
1437,2021-12-09,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,7.0,11.0,3.5416666666666665,6.083333333333333,9.625
1438,2021-12-10,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,3.0,6.0,9.0,3.0,5.833333333333333,8.833333333333334
1439,2021-12-11,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,7.0,11.0,3.611111111111111,6.722222222222222,10.333333333333334
1440,2021-12-12,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,6.0,10.0,16.0,4.473684210526316,7.947368421052632,12.421052631578949
1441,2021-12-13,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,5.0,8.0,13.0,3.5,6.708333333333333,10.208333333333334
1442,2021-12-14,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,9.0,13.0,3.458333333333333,6.958333333333333,10.416666666666666
1443,2021-12-15,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,3.0,5.0,8.0,2.6956521739130435,4.260869565217392,6.956521739130435
1444,2021-12-16,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,4.0,6.0,10.0,2.565217391304348,4.0,6.565217391304348
1445,2021-12-17,Edinburgh,55.948612,-3.200833,4.0,6.0,10.0,10.0,13.0,23.0,6.0,8.565217391304348,14.565217391304348
1446,2021-12-18,Edinburgh,55.948612,-3.200833,10.0,11.0,21.0,11.0,14.0,25.0,10.791666666666666,13.291666666666666,24.08333333333333
1447,2021-12-19,Edinburgh,55.948612,-3.200833,5.0,6.0,11.0,9.0,11.0,20.0,7.833333333333333,9.25,17.083333333333332
1448,2021-12-20,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,5.0,7.0,12.0,4.666666666666667,6.208333333333333,10.875
1449,2021-12-21,Edinburgh,55.948612,-3.200833,3.0,4.0,7.0,6.0,7.0,13.0,3.954545454545455,5.363636363636363,9.318181818181818
1450,2021-12-22,Edinburgh,55.948612,-3.200833,6.0,8.0,14.0,18.0,21.0,39.0,10.91304347826087,13.217391304347826,24.130434782608692
1451,2021-12-23,Edinburgh,55.948612,-3.200833,7.0,8.0,15.0,19.0,22.0,41.0,14.869565217391305,17.043478260869566,31.91304347826087
1452,2021-12-24,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,6.0,7.0,13.0,3.0,4.708333333333333,7.708333333333333
1453,2021-12-25,Edinburgh,55.948612,-3.200833,3.0,7.0,10.0,4.0,10.0,14.0,3.695652173913044,8.91304347826087,12.608695652173912
1454,2021-12-26,Edinburgh,55.948612,-3.200833,4.0,9.0,13.0,5.0,13.0,18.0,4.608695652173913,11.173913043478262,15.782608695652174
1455,2021-12-27,Edinburgh,55.948612,-3.200833,4.0,4.0,8.0,5.0,8.0,13.0,4.125,5.5,9.625
1456,2021-12-28,Edinburgh,55.948612,-3.200833,4.0,5.0,9.0,7.0,9.0,16.0,5.125,6.833333333333333,11.958333333333334
1457,2021-12-29,Edinburgh,55.948612,-3.200833,6.0,7.0,13.0,7.0,10.0,16.0,6.125,8.166666666666666,14.291666666666666
1458,2021-12-30,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,7.0,11.0,18.0,5.5,9.25,14.75
1459,2021-12-31,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,3.0,5.0,8.0,3.0,5.0,8.0
