,utc,Location,Latitude,Longitude,PM2.5 (min),PM10 (min),Total (min),PM2.5 (max),PM10 (max),Total (max),PM2.5 (avg),PM10 (avg),Total (avg)
232,2021-08-21,London,51.50853,-0.12574,6.0,13.0,19.0,8.0,15.0,22.0,6.333333333333333,14.0,20.33333333333333
233,2021-08-22,London,51.50853,-0.12574,3.0,11.0,14.0,8.0,16.0,24.0,7.291666666666667,14.625,21.916666666666668
234,2021-08-23,London,51.50853,-0.12574,7.0,14.0,21.0,16.0,20.0,35.0,8.166666666666666,16.458333333333332,24.625
235,2021-08-24,London,51.50853,-0.12574,5.0,17.0,24.0,9.0,20.0,29.0,8.083333333333334,18.375,26.45833333333333
236,2021-08-25,London,51.50853,-0.12574,2.0,12.0,14.0,8.0,19.0,27.0,5.75,15.666666666666666,21.416666666666668
237,2021-08-26,London,51.50853,-0.12574,0.0,13.0,19.0,10.0,19.0,27.0,7.041666666666667,16.208333333333332,23.25
238,2021-08-27,London,51.50853,-0.12574,4.0,15.0,19.0,8.0,19.0,26.0,7.375,17.333333333333332,24.70833333333333
239,2021-08-28,London,51.50853,-0.12574,7.0,18.0,25.0,9.0,21.0,30.0,8.083333333333334,19.916666666666668,28.0
240,2021-08-29,London,51.50853,-0.12574,5.0,16.0,23.0,9.0,19.0,28.0,8.541666666666666,17.291666666666668,25.83333333333333
241,2021-08-30,London,51.50853,-0.12574,6.0,15.0,21.0,8.0,16.0,24.0,6.583333333333333,15.666666666666666,22.25
242,2021-08-31,London,51.50853,-0.12574,0.0,9.0,9.0,7.0,16.0,23.0,6.375,14.708333333333334,21.08333333333333
243,2021-09-01,London,51.50853,-0.12574,6.0,15.0,21.0,7.0,26.0,33.0,6.5,21.25,27.75
244,2021-09-02,London,51.50853,-0.12574,8.0,23.0,33.0,11.0,31.0,41.0,10.0,24.666666666666668,34.666666666666664
245,2021-09-03,London,51.50853,-0.12574,9.0,18.0,29.0,15.0,32.0,47.0,10.791666666666666,25.25,36.04166666666666
246,2021-09-04,London,51.50853,-0.12574,10.0,22.0,32.0,18.0,33.0,51.0,16.416666666666668,31.916666666666668,48.333333333333336
247,2021-09-05,London,51.50853,-0.12574,9.0,25.0,34.0,20.0,34.0,54.0,16.208333333333332,31.20833333333333,47.41666666666666
248,2021-09-06,London,51.50853,-0.12574,21.0,35.0,56.0,27.0,42.0,69.0,24.83333333333333,39.875,64.70833333333333
249,2021-09-07,London,51.50853,-0.12574,26.0,41.0,67.0,44.0,58.0,102.0,32.083333333333336,46.083333333333336,78.16666666666667
250,2021-09-08,London,51.50853,-0.12574,34.0,47.0,81.0,53.0,67.0,120.0,36.083333333333336,50.41666666666666,86.5
251,2021-09-09,London,51.50853,-0.12574,15.0,22.0,37.0,37.0,53.0,90.0,25.875,37.708333333333336,63.583333333333336
252,2021-09-10,London,51.50853,-0.12574,5.0,13.0,18.0,14.0,32.0,41.0,8.375,16.333333333333332,24.70833333333333
253,2021-09-11,London,51.50853,-0.12574,7.0,17.0,24.0,9.0,21.0,29.0,8.0,18.5,26.5
254,2021-09-12,London,51.50853,-0.12574,7.0,16.0,23.0,9.0,19.0,28.0,8.125,16.958333333333332,25.08333333333333
255,2021-09-13,London,51.50853,-0.12574,8.0,16.0,24.0,10.0,19.0,29.0,8.75,17.75,26.5
256,2021-09-14,London,51.50853,-0.12574,7.0,19.0,27.0,18.0,28.0,46.0,10.869565217391305,21.565217391304348,32.43478260869565
257,2021-09-15,London,51.50853,-0.12574,11.0,18.0,30.0,16.0,23.0,39.0,13.958333333333334,20.08333333333333,34.041666666666664
258,2021-09-16,London,51.50853,-0.12574,13.0,22.0,35.0,17.0,28.0,45.0,15.625,25.5,41.125
259,2021-09-17,London,51.50853,-0.12574,9.0,15.0,26.0,13.0,23.0,36.0,10.833333333333334,18.83333333333333,29.666666666666668
260,2021-09-18,London,51.50853,-0.12574,11.0,18.0,29.0,42.0,38.0,80.0,17.5,25.166666666666668,42.66666666666666
261,2021-09-19,London,51.50853,-0.12574,20.0,28.0,48.0,54.0,60.0,114.0,29.0,37.16666666666666,66.16666666666667
262,2021-09-20,London,51.50853,-0.12574,1.0,10.0,15.0,28.0,36.0,64.0,12.125,20.041666666666668,32.166666666666664
263,2021-09-21,London,51.50853,-0.12574,11.0,19.0,30.0,17.0,23.0,40.0,13.5,21.83333333333333,35.333333333333336
264,2021-09-22,London,51.50853,-0.12574,12.0,21.0,33.0,16.0,29.0,45.0,13.304347826086955,22.347826086956523,35.65217391304348
265,2021-09-23,London,51.50853,-0.12574,2.0,12.0,14.0,27.0,23.0,46.0,11.125,18.125,29.25
266,2021-09-24,London,51.50853,-0.12574,4.0,11.0,15.0,9.0,19.0,28.0,8.083333333333334,16.916666666666668,25.0
267,2021-09-25,London,51.50853,-0.12574,9.0,17.0,27.0,12.0,20.0,30.0,9.333333333333334,18.95833333333333,28.291666666666668
268,2021-09-26,London,51.50853,-0.12574,10.0,18.0,28.0,18.0,28.0,45.0,15.708333333333334,24.33333333333333,40.04166666666666
269,2021-09-27,London,51.50853,-0.12574,0.0,6.0,12.0,16.0,25.0,41.0,6.708333333333333,15.541666666666666,22.25
270,2021-09-28,London,51.50853,-0.12574,5.0,12.0,17.0,7.0,16.0,23.0,6.083333333333333,14.708333333333334,20.791666666666668
271,2021-09-29,London,51.50853,-0.12574,1.0,3.0,4.0,6.0,15.0,21.0,4.958333333333333,11.75,16.708333333333332
272,2021-09-30,London,51.50853,-0.12574,6.0,12.0,18.0,7.0,19.0,26.0,6.416666666666667,16.041666666666668,22.45833333333333
273,2021-10-01,London,51.50853,-0.12574,2.0,6.0,8.0,6.0,17.0,23.0,4.291666666666667,12.875,17.166666666666668
274,2021-10-02,London,51.50853,-0.12574,4.0,13.0,18.0,7.0,17.0,23.0,6.125,14.75,20.875
275,2021-10-03,London,51.50853,-0.12574,3.0,11.0,15.0,5.0,15.0,19.0,4.5,12.083333333333334,16.583333333333332
276,2021-10-04,London,51.50853,-0.12574,5.0,9.0,15.0,6.0,15.0,21.0,5.958333333333333,14.625,20.58333333333333
277,2021-10-05,London,51.50853,-0.12574,5.0,11.0,16.0,6.0,14.0,20.0,5.666666666666667,12.583333333333334,18.25
278,2021-10-06,London,51.50853,-0.12574,5.0,11.0,16.0,8.0,13.0,21.0,5.521739130434782,11.782608695652174,17.304347826086957
279,2021-10-07,London,51.50853,-0.12574,6.0,14.0,21.0,14.0,28.0,39.0,9.0,18.95833333333333,27.95833333333333
280,2021-10-08,London,51.50853,-0.12574,5.0,13.0,18.0,9.0,18.0,27.0,6.916666666666667,14.916666666666666,21.83333333333333
281,2021-10-09,London,51.50853,-0.12574,10.0,18.0,28.0,35.0,49.0,84.0,22.916666666666668,31.291666666666668,54.208333333333336
282,2021-10-10,London,51.50853,-0.12574,20.0,26.0,46.0,39.0,40.0,79.0,30.416666666666668,35.708333333333336,66.125
283,2021-10-11,London,51.50853,-0.12574,6.0,10.0,16.0,18.0,24.0,42.0,9.666666666666666,17.875,27.541666666666668
284,2021-10-12,London,51.50853,-0.12574,10.0,18.0,29.0,12.0,27.0,39.0,11.208333333333334,21.45833333333333,32.666666666666664
285,2021-10-13,London,51.50853,-0.12574,4.0,13.0,17.0,11.0,17.0,28.0,8.791666666666666,15.208333333333334,24.0
286,2021-10-14,London,51.50853,-0.12574,9.0,17.0,26.0,14.0,19.0,31.0,11.291666666666666,18.25,29.541666666666668
287,2021-10-15,London,51.50853,-0.12574,9.0,16.0,25.0,13.0,21.0,34.0,10.583333333333334,17.75,28.33333333333333
288,2021-10-16,London,51.50853,-0.12574,13.0,21.0,34.0,19.0,34.0,53.0,15.833333333333334,25.166666666666668,41.0
289,2021-10-17,London,51.50853,-0.12574,13.0,20.0,33.0,19.0,26.0,45.0,15.833333333333334,22.75,38.583333333333336
290,2021-10-18,London,51.50853,-0.12574,13.0,19.0,32.0,18.0,30.0,48.0,14.666666666666666,21.08333333333333,35.75
291,2021-10-19,London,51.50853,-0.12574,8.0,6.0,14.0,19.0,30.0,49.0,13.75,18.0,31.75
292,2021-10-20,London,51.50853,-0.12574,11.0,15.0,26.0,21.0,29.0,50.0,17.25,24.0,41.25
293,2021-10-21,London,51.50853,-0.12574,7.0,14.0,22.0,10.0,17.0,25.0,9.125,14.583333333333334,23.70833333333333
294,2021-10-22,London,51.50853,-0.12574,6.0,11.0,17.0,9.0,16.0,24.0,7.916666666666667,15.083333333333334,23.0
295,2021-10-23,London,51.50853,-0.12574,5.0,12.0,17.0,7.0,14.0,21.0,6.583333333333333,12.958333333333334,19.541666666666668
296,2021-10-24,London,51.50853,-0.12574,6.0,12.0,18.0,7.0,17.0,24.0,6.958333333333333,14.833333333333334,21.791666666666668
297,2021-10-25,London,51.50853,-0.12574,6.0,13.0,22.0,9.0,21.0,29.0,7.416666666666667,18.95833333333333,26.375
298,2021-10-26,London,51.50853,-0.12574,6.0,15.0,21.0,9.0,18.0,25.0,6.75,16.0,22.75
299,2021-10-27,London,51.50853,-0.12574,5.0,15.0,21.0,7.0,20.0,25.0,6.333333333333333,15.958333333333334,22.291666666666668
300,2021-10-28,London,51.50853,-0.12574,6.0,15.0,22.0,9.0,19.0,28.0,7.791666666666667,17.041666666666668,24.83333333333333
301,2021-10-29,London,51.50853,-0.12574,0.0,17.0,20.0,10.0,20.0,30.0,8.666666666666666,18.45833333333333,27.125
302,2021-10-30,London,51.50853,-0.12574,3.0,13.0,16.0,8.0,18.0,26.0,7.0,16.125,23.125
303,2021-10-31,London,51.50853,-0.12574,6.0,13.0,19.0,8.0,16.0,23.0,7.208333333333333,14.208333333333334,21.416666666666668
304,2021-11-01,London,51.50853,-0.12574,5.0,15.0,21.0,7.0,18.0,25.0,6.875,16.625,23.5
305,2021-11-02,London,51.50853,-0.12574,8.0,15.0,23.0,13.0,18.0,29.0,9.958333333333334,15.666666666666666,25.625
306,2021-11-03,London,51.50853,-0.12574,12.0,14.0,26.0,17.0,22.0,39.0,15.083333333333334,19.916666666666668,35.0
307,2021-11-04,London,51.50853,-0.12574,5.0,5.0,10.0,14.0,17.0,31.0,8.0,10.875,18.875
308,2021-11-05,London,51.50853,-0.12574,9.0,14.0,23.0,18.0,23.0,41.0,13.5,18.666666666666668,32.166666666666664
309,2021-11-06,London,51.50853,-0.12574,14.0,19.0,33.0,30.0,34.0,64.0,20.291666666666668,25.20833333333333,45.5
310,2021-11-07,London,51.50853,-0.12574,7.0,11.0,19.0,12.0,19.0,29.0,8.416666666666666,14.875,23.291666666666668
311,2021-11-08,London,51.50853,-0.12574,10.0,20.0,30.0,19.0,24.0,40.0,13.666666666666666,22.375,36.04166666666666
312,2021-11-09,London,51.50853,-0.12574,8.0,13.0,21.0,15.0,23.0,38.0,11.541666666666666,17.791666666666668,29.33333333333333
313,2021-11-10,London,51.50853,-0.12574,7.0,5.0,13.0,8.0,12.0,20.0,7.208333333333333,10.125,17.333333333333332
314,2021-11-11,London,51.50853,-0.12574,9.0,11.0,20.0,11.0,14.0,24.0,9.75,12.625,22.375
315,2021-11-12,London,51.50853,-0.12574,8.0,12.0,20.0,30.0,27.0,57.0,11.458333333333334,16.291666666666668,27.75
316,2021-11-13,London,51.50853,-0.12574,5.0,7.0,12.0,11.0,16.0,27.0,7.166666666666667,12.375,19.541666666666668
317,2021-11-14,London,51.50853,-0.12574,5.0,8.0,13.0,27.0,17.0,44.0,7.913043478260869,11.695652173913045,19.608695652173918
318,2021-11-15,London,51.50853,-0.12574,9.0,14.0,23.0,14.0,20.0,34.0,11.666666666666666,17.166666666666668,28.83333333333333
319,2021-11-16,London,51.50853,-0.12574,14.0,15.0,30.0,18.0,21.0,38.0,15.75,19.416666666666668,35.166666666666664
320,2021-11-17,London,51.50853,-0.12574,2.0,10.0,19.0,24.0,36.0,53.0,13.708333333333334,20.5,34.208333333333336
321,2021-11-18,London,51.50853,-0.12574,4.0,20.0,30.0,18.0,29.0,45.0,12.833333333333334,24.791666666666668,37.625
322,2021-11-19,London,51.50853,-0.12574,7.0,14.0,21.0,12.0,20.0,32.0,9.041666666666666,16.125,25.166666666666668
323,2021-11-20,London,51.50853,-0.12574,9.0,17.0,26.0,13.0,22.0,35.0,10.916666666666666,17.916666666666668,28.83333333333333
324,2021-11-21,London,51.50853,-0.12574,6.0,13.0,19.0,9.0,16.0,25.0,7.125,14.666666666666666,21.791666666666668
325,2021-11-22,London,51.50853,-0.12574,5.0,10.0,15.0,10.0,18.0,28.0,7.375,14.875,22.25
326,2021-11-23,London,51.50853,-0.12574,10.0,19.0,29.0,17.0,26.0,43.0,14.25,22.83333333333333,37.083333333333336
327,2021-11-24,London,51.50853,-0.12574,17.0,26.0,43.0,22.0,31.0,53.0,20.541666666666668,28.375,48.91666666666666
328,2021-11-25,London,51.50853,-0.12574,0.0,14.0,19.0,27.0,27.0,52.0,13.863636363636363,21.454545454545453,35.31818181818182
329,2021-11-26,London,51.50853,-0.12574,7.0,14.0,21.0,12.0,22.0,34.0,9.208333333333334,16.5,25.70833333333333
330,2021-11-27,London,51.50853,-0.12574,1.0,9.0,10.0,7.0,13.0,20.0,5.166666666666667,11.083333333333334,16.25
331,2021-11-28,London,51.50853,-0.12574,5.0,11.0,16.0,15.0,19.0,34.0,7.25,13.666666666666666,20.916666666666668
332,2021-11-29,London,51.50853,-0.12574,7.0,13.0,20.0,15.0,22.0,37.0,11.0,17.208333333333332,28.20833333333333
333,2021-11-30,London,51.50853,-0.12574,8.0,13.0,21.0,16.0,22.0,38.0,12.625,17.791666666666668,30.416666666666668
334,2021-12-01,London,51.50853,-0.12574,0.0,7.0,7.0,7.0,13.0,20.0,5.458333333333333,11.041666666666666,16.5
335,2021-12-02,London,51.50853,-0.12574,4.0,9.0,13.0,7.0,16.0,23.0,5.916666666666667,12.416666666666666,18.33333333333333
336,2021-12-03,London,51.50853,-0.12574,8.0,13.0,22.0,11.0,17.0,26.0,8.666666666666666,15.541666666666666,24.20833333333333
337,2021-12-04,London,51.50853,-0.12574,12.0,15.0,27.0,28.0,29.0,57.0,15.041666666666666,19.166666666666668,34.208333333333336
338,2021-12-05,London,51.50853,-0.12574,5.0,8.0,15.0,10.0,16.0,26.0,6.375,11.208333333333334,17.583333333333332
339,2021-12-06,London,51.50853,-0.12574,7.0,11.0,18.0,14.0,18.0,29.0,10.25,15.291666666666666,25.541666666666668
340,2021-12-07,London,51.50853,-0.12574,5.0,7.0,13.0,10.0,18.0,27.0,7.714285714285714,15.0,22.714285714285715
341,2021-12-08,London,51.50853,-0.12574,7.0,13.0,20.0,9.0,19.0,27.0,8.166666666666666,17.5,25.666666666666668
342,2021-12-09,London,51.50853,-0.12574,0.0,17.0,17.0,9.0,20.0,29.0,8.0,19.0,27.0
343,2021-12-10,London,51.50853,-0.12574,5.0,9.0,14.0,8.0,22.0,30.0,6.291666666666667,19.58333333333333,25.875
344,2021-12-11,London,51.50853,-0.12574,2.0,15.0,17.0,12.0,19.0,31.0,8.625,17.125,25.75
345,2021-12-12,London,51.50853,-0.12574,6.0,13.0,19.0,11.0,18.0,29.0,8.5,15.666666666666666,24.166666666666668
346,2021-12-13,London,51.50853,-0.12574,3.0,12.0,17.0,6.0,14.0,20.0,5.708333333333333,13.166666666666666,18.875
347,2021-12-14,London,51.50853,-0.12574,5.0,12.0,17.0,9.0,16.0,25.0,7.125,14.375,21.5
348,2021-12-15,London,51.50853,-0.12574,8.0,3.0,12.0,10.0,16.0,25.0,9.083333333333334,13.583333333333334,22.666666666666668
349,2021-12-16,London,51.50853,-0.12574,8.0,15.0,24.0,9.0,19.0,28.0,8.916666666666666,16.041666666666668,24.95833333333333
350,2021-12-17,London,51.50853,-0.12574,9.0,15.0,24.0,15.0,19.0,34.0,12.708333333333334,17.541666666666668,30.25
351,2021-12-18,London,51.50853,-0.12574,3.0,14.0,17.0,15.0,19.0,34.0,12.625,17.458333333333332,30.08333333333333
352,2021-12-19,London,51.50853,-0.12574,10.0,12.0,22.0,14.0,19.0,33.0,11.708333333333334,15.333333333333334,27.041666666666668
353,2021-12-20,London,51.50853,-0.12574,5.0,7.0,12.0,10.0,17.0,25.0,8.083333333333334,13.416666666666666,21.5
354,2021-12-21,London,51.50853,-0.12574,7.0,14.0,21.0,25.0,34.0,52.0,11.208333333333334,19.916666666666668,31.125
355,2021-12-22,London,51.50853,-0.12574,15.0,16.0,33.0,20.0,24.0,43.0,17.625,21.375,39.0
356,2021-12-23,London,51.50853,-0.12574,20.0,24.0,44.0,38.0,34.0,72.0,23.541666666666668,27.166666666666668,50.708333333333336
357,2021-12-24,London,51.50853,-0.12574,6.0,16.0,22.0,19.0,23.0,42.0,12.125,18.166666666666668,30.291666666666668
358,2021-12-25,London,51.50853,-0.12574,0.0,6.0,10.0,10.0,16.0,26.0,8.25,12.791666666666666,21.041666666666668
359,2021-12-26,London,51.50853,-0.12574,12.0,15.0,27.0,31.0,39.0,70.0,19.70833333333333,23.33333333333333,43.04166666666666
360,2021-12-27,London,51.50853,-0.12574,8.0,7.0,15.0,21.0,24.0,45.0,13.625,17.416666666666668,31.041666666666668
361,2021-12-28,London,51.50853,-0.12574,6.0,9.0,16.0,9.0,15.0,24.0,8.041666666666666,12.416666666666666,20.45833333333333
362,2021-12-29,London,51.50853,-0.12574,7.0,8.0,16.0,9.0,14.0,22.0,8.375,10.208333333333334,18.58333333333333
363,2021-12-30,London,51.50853,-0.12574,6.0,8.0,14.0,9.0,14.0,23.0,8.125,12.958333333333334,21.08333333333333
364,2021-12-31,London,51.50853,-0.12574,8.0,12.0,20.0,8.0,12.0,20.0,8.0,12.0,20.0
365,2021-01-01,Manchester,53.479489,-2.245115,23.0,26.0,49.0,27.0,32.0,59.0,25.285714285714285,29.214285714285715,54.5
366,2021-01-02,Manchester,53.479489,-2.245115,13.0,16.0,29.0,22.0,26.0,48.0,14.916666666666666,18.0,32.916666666666664
367,2021-01-03,Manchester,53.479489,-2.245115,4.0,5.0,9.0,13.0,15.0,28.0,6.75,8.75,15.5
368,2021-01-04,Manchester,53.479489,-2.245115,4.0,6.0,10.0,6.0,10.0,16.0,4.826086956521739,8.478260869565217,13.304347826086955
369,2021-01-05,Manchester,53.479489,-2.245115,5.0,9.0,14.0,7.0,27.0,34.0,5.842105263157895,16.894736842105264,22.73684210526316
370,2021-01-06,Manchester,53.479489,-2.245115,7.0,13.0,25.0,15.0,29.0,40.0,9.904761904761903,22.38095238095238,32.285714285714285
371,2021-01-07,Manchester,53.479489,-2.245115,17.0,19.0,36.0,29.0,31.0,59.0,24.318181818181817,28.09090909090909,52.40909090909091
372,2021-01-08,Manchester,53.479489,-2.245115,10.0,12.0,22.0,26.0,31.0,57.0,17.625,21.375,39.0
373,2021-01-09,Manchester,53.479489,-2.245115,6.0,9.0,15.0,16.0,20.0,36.0,10.25,13.125,23.375
374,2021-01-10,Manchester,53.479489,-2.245115,9.0,13.0,22.0,16.0,20.0,36.0,12.181818181818182,16.272727272727273,28.454545454545453
375,2021-01-11,Manchester,53.479489,-2.245115,3.0,6.0,9.0,9.0,13.0,22.0,5.625,8.75,14.375
376,2021-01-12,Manchester,53.479489,-2.245115,2.0,5.0,7.0,7.0,12.0,19.0,3.208333333333333,6.166666666666667,9.375
377,2021-01-13,Manchester,53.479489,-2.245115,8.0,14.0,22.0,19.0,25.0,44.0,15.130434782608695,21.217391304347824,36.34782608695652
378,2021-01-14,Manchester,53.479489,-2.245115,3.0,5.0,8.0,15.0,19.0,34.0,7.8,10.0,17.8
379,2021-01-15,Manchester,53.479489,-2.245115,4.0,6.0,10.0,17.0,21.0,38.0,10.041666666666666,12.958333333333334,23.0
380,2021-01-16,Manchester,53.479489,-2.245115,9.0,15.0,24.0,17.0,22.0,39.0,13.875,18.166666666666668,32.041666666666664
381,2021-01-17,Manchester,53.479489,-2.245115,7.0,14.0,21.0,9.0,17.0,25.0,7.782608695652174,15.782608695652174,23.565217391304348
382,2021-01-18,Manchester,53.479489,-2.245115,5.0,9.0,14.0,7.0,16.0,23.0,5.933333333333334,11.933333333333334,17.866666666666667
383,2021-01-19,Manchester,53.479489,-2.245115,3.0,5.0,8.0,5.0,9.0,14.0,4.625,7.291666666666667,11.916666666666666
384,2021-01-20,Manchester,53.479489,-2.245115,1.0,2.0,3.0,3.0,4.0,7.0,1.7391304347826086,3.217391304347826,4.956521739130435
385,2021-01-21,Manchester,53.479489,-2.245115,2.0,3.0,5.0,3.0,7.0,10.0,2.7142857142857144,5.047619047619048,7.761904761904762
386,2021-01-22,Manchester,53.479489,-2.245115,3.0,7.0,10.0,6.0,12.0,18.0,4.533333333333333,9.666666666666666,14.2
387,2021-01-23,Manchester,53.479489,-2.245115,7.0,9.0,16.0,9.0,13.0,20.0,7.227272727272727,11.181818181818182,18.40909090909091
388,2021-01-24,Manchester,53.479489,-2.245115,9.0,12.0,21.0,14.0,18.0,32.0,12.5,16.0,28.5
389,2021-01-25,Manchester,53.479489,-2.245115,10.0,15.0,25.0,12.0,17.0,29.0,10.958333333333334,16.166666666666668,27.125
390,2021-01-26,Manchester,53.479489,-2.245115,7.0,11.0,18.0,11.0,17.0,28.0,7.956521739130435,13.869565217391305,21.82608695652174
391,2021-01-27,Manchester,53.479489,-2.245115,8.0,11.0,19.0,18.0,26.0,44.0,13.0,18.476190476190474,31.476190476190474
392,2021-01-28,Manchester,53.479489,-2.245115,6.0,10.0,16.0,18.0,26.0,44.0,11.958333333333334,18.125,30.08333333333333
393,2021-01-29,Manchester,53.479489,-2.245115,6.0,10.0,16.0,8.0,14.0,22.0,7.166666666666667,12.041666666666666,19.20833333333333
394,2021-01-30,Manchester,53.479489,-2.245115,4.0,8.0,12.0,7.0,12.0,19.0,6.0,10.25,16.25
395,2021-01-31,Manchester,53.479489,-2.245115,4.0,9.0,13.0,5.0,10.0,15.0,4.916666666666667,9.708333333333334,14.625
396,2021-02-01,Manchester,53.479489,-2.245115,5.0,10.0,15.0,8.0,19.0,27.0,6.217391304347826,13.826086956521738,20.043478260869566
397,2021-02-02,Manchester,53.479489,-2.245115,6.0,10.0,16.0,8.0,19.0,27.0,6.75,14.0,20.75
398,2021-02-03,Manchester,53.479489,-2.245115,6.0,9.0,15.0,7.0,11.0,18.0,6.25,9.875,16.125
399,2021-02-04,Manchester,53.479489,-2.245115,6.0,10.0,16.0,8.0,13.0,21.0,6.833333333333333,11.25,18.08333333333333
400,2021-02-05,Manchester,53.479489,-2.245115,7.0,11.0,19.0,8.0,12.0,20.0,7.666666666666667,11.666666666666666,19.33333333333333
401,2021-02-06,Manchester,53.479489,-2.245115,3.0,5.0,8.0,9.0,13.0,22.0,6.416666666666667,9.666666666666666,16.083333333333332
402,2021-02-07,Manchester,53.479489,-2.245115,3.0,4.0,7.0,7.0,15.0,22.0,4.75,8.333333333333334,13.083333333333334
403,2021-02-08,Manchester,53.479489,-2.245115,6.0,12.0,18.0,8.0,16.0,24.0,6.791666666666667,14.916666666666666,21.70833333333333
404,2021-02-09,Manchester,53.479489,-2.245115,6.0,10.0,16.0,6.0,12.0,18.0,6.0,10.791666666666666,16.791666666666668
405,2021-02-10,Manchester,53.479489,-2.245115,5.0,10.0,15.0,7.0,14.0,21.0,5.708333333333333,11.666666666666666,17.375
406,2021-02-11,Manchester,53.479489,-2.245115,7.0,14.0,21.0,9.0,19.0,28.0,8.125,16.541666666666668,24.666666666666668
407,2021-02-12,Manchester,53.479489,-2.245115,9.0,19.0,28.0,13.0,23.0,35.0,11.25,21.33333333333333,32.583333333333336
408,2021-02-13,Manchester,53.479489,-2.245115,10.0,19.0,29.0,12.0,22.0,34.0,10.666666666666666,20.291666666666668,30.95833333333333
409,2021-02-14,Manchester,53.479489,-2.245115,8.0,13.0,21.0,10.0,20.0,30.0,9.083333333333334,17.375,26.45833333333333
410,2021-02-15,Manchester,53.479489,-2.245115,8.0,11.0,19.0,8.0,13.0,21.0,8.0,12.083333333333334,20.08333333333333
411,2021-02-16,Manchester,53.479489,-2.245115,5.0,9.0,14.0,8.0,13.0,21.0,6.75,11.416666666666666,18.166666666666668
412,2021-02-17,Manchester,53.479489,-2.245115,5.0,9.0,14.0,6.0,12.0,18.0,5.260869565217392,10.0,15.26086956521739
413,2021-02-18,Manchester,53.479489,-2.245115,4.0,9.0,13.0,6.0,12.0,18.0,5.375,10.958333333333334,16.333333333333332
414,2021-02-19,Manchester,53.479489,-2.245115,5.0,11.0,16.0,5.0,12.0,17.0,5.0,11.384615384615383,16.384615384615383
416,2021-02-21,Manchester,53.479489,-2.245115,6.0,10.0,16.0,9.0,19.0,28.0,7.782608695652174,15.91304347826087,23.695652173913043
417,2021-02-22,Manchester,53.479489,-2.245115,6.0,9.0,15.0,7.0,12.0,19.0,6.458333333333333,10.583333333333334,17.041666666666668
418,2021-02-23,Manchester,53.479489,-2.245115,5.0,11.0,16.0,6.0,12.0,18.0,5.695652173913044,11.695652173913045,17.391304347826086
419,2021-02-24,Manchester,53.479489,-2.245115,5.0,8.0,13.0,5.0,11.0,16.0,5.0,9.333333333333334,14.333333333333334
421,2021-02-26,Manchester,53.479489,-2.245115,9.0,19.0,28.0,11.0,21.0,32.0,9.8,19.8,29.6
422,2021-02-27,Manchester,53.479489,-2.245115,12.0,22.0,34.0,13.0,23.0,36.0,12.5,22.5,35.0
424,2021-03-01,Manchester,53.479489,-2.245115,24.0,33.0,57.0,29.0,39.0,68.0,27.09090909090909,36.27272727272727,63.36363636363637
425,2021-03-02,Manchester,53.479489,-2.245115,17.0,23.0,40.0,25.0,33.0,58.0,19.375,26.08333333333333,45.458333333333336
426,2021-03-03,Manchester,53.479489,-2.245115,23.0,30.0,53.0,43.0,54.0,97.0,35.208333333333336,44.333333333333336,79.54166666666667
427,2021-03-04,Manchester,53.479489,-2.245115,11.0,17.0,28.0,41.0,51.0,92.0,27.39130434782609,35.17391304347826,62.56521739130435
428,2021-03-05,Manchester,53.479489,-2.245115,5.0,13.0,18.0,10.0,16.0,26.0,5.958333333333333,13.375,19.33333333333333
429,2021-03-06,Manchester,53.479489,-2.245115,6.0,13.0,19.0,17.0,26.0,43.0,11.0,18.75,29.75
430,2021-03-07,Manchester,53.479489,-2.245115,18.0,27.0,45.0,29.0,39.0,68.0,25.0,34.458333333333336,59.458333333333336
431,2021-03-08,Manchester,53.479489,-2.245115,18.0,27.0,45.0,26.0,35.0,61.0,22.625,30.666666666666668,53.29166666666666
432,2021-03-09,Manchester,53.479489,-2.245115,11.0,20.0,31.0,18.0,27.0,45.0,14.6875,23.375,38.0625
433,2021-03-10,Manchester,53.479489,-2.245115,6.0,10.0,16.0,8.0,13.0,21.0,7.222222222222222,10.88888888888889,18.11111111111111
434,2021-03-11,Manchester,53.479489,-2.245115,5.0,9.0,14.0,6.0,13.0,19.0,5.625,10.1875,15.8125
435,2021-03-12,Manchester,53.479489,-2.245115,4.0,9.0,13.0,5.0,12.0,17.0,4.3,10.45,14.75
436,2021-03-13,Manchester,53.479489,-2.245115,3.0,8.0,11.0,4.0,9.0,13.0,3.782608695652174,8.391304347826088,12.173913043478262
437,2021-03-14,Manchester,53.479489,-2.245115,4.0,10.0,14.0,6.0,13.0,19.0,5.217391304347826,11.565217391304348,16.782608695652176
438,2021-03-15,Manchester,53.479489,-2.245115,7.0,13.0,20.0,12.0,22.0,34.0,9.625,17.708333333333332,27.33333333333333
439,2021-03-16,Manchester,53.479489,-2.245115,12.0,21.0,33.0,12.0,23.0,35.0,12.0,22.0,34.0
440,2021-03-17,Manchester,53.479489,-2.245115,10.0,17.0,27.0,16.0,30.0,46.0,13.473684210526317,24.105263157894736,37.578947368421055
441,2021-03-18,Manchester,53.479489,-2.245115,16.0,27.0,43.0,18.0,33.0,51.0,17.0,30.5,47.5
